distance_m,mardepth_m,octdepth_m,width_m,habitat,octavg_depth,maravg_depth,oct_xcarea,mar_xcarea,oct_width,mar_width
4125,0.575,0.16,11.2,pool,0.07418602488882718,0.36899944655301453,0.2973060306026707,4.560581552880219,10.373842670429564,12.629635658897019
4150,0.64,0.22,13.7,run,0.1168096521173844,0.4151750427172849,0.9136832145464127,5.228323502152607,10.699981415750159,12.98295263299433
4200,0.67,0.18,11.4,run,0.0883939006316796,0.43648685633156353,0.5027650919172513,5.536512094124478,10.48255558553643,13.146022005654629
4250,0.51,0.34,12,riffle,0.20205690657449885,0.3228238503887443,2.1464375824338973,3.8928396036078325,11.352258906391352,12.276318684799707
4300,0.54,0.33,7.4,riffle,0.19495296870307263,0.3441356640030229,2.0437080517766066,4.2010281955797035,11.297902448837918,12.439388057460004
4348,0.505,0.36,9.55,pool,0.21626478231735125,0.31927188145303115,2.3518966437484776,3.8414748382791872,11.460971821498216,12.24914045602299
4350,0.47,0.39,11.7,pool,0.23757659593162983,0.29440809890303943,2.6600852357203486,3.481921480978671,11.624041194158515,12.058892854585975
4359,0.64,0.33,12.55,pool,0.19495296870307263,0.4151750427172849,2.0437080517766066,5.228323502152607,11.297902448837918,12.98295263299433
4400,0.81,0.27,13.4,pool,0.15232934147451543,0.5359419865315305,1.4273308678328644,6.974725523326542,10.971763703517324,13.907012411402686
4450,0.67,0.68,13.2,pool,0.44359079420298975,0.43648685633156353,5.639241624781769,5.536512094124478,13.200378463208061,13.146022005654629
4490,0.795,0.6100000000000001,14.1,run,0.39386322910300636,0.525286079724391,4.920134910180737,6.820631227340607,12.819883260334034,13.825477725072538
4500,0.92,0.54,15,pool,0.3441356640030229,0.6140853031172187,4.2010281955797035,8.104750360556737,12.439388057460004,14.504933444490444
4550,0.87,0.48,12.2,pool,0.30151203677446564,0.5785656137600876,3.5846510116359607,7.591102707270284,12.11324931213941,14.233151156723281
4600,0.66,0.3,10.7,pool,0.17364115508879402,0.4293829184601373,1.7355194598047354,5.4337825634671875,11.134833076177621,13.091665548101197
4606,0.635,0.43499999999999994,11.05,riffle,0.2695443163530477,0.4116230737815718,3.1223681236781538,5.176958736823962,11.868645253148962,12.955774404217614
4650,0.61,0.57,11.4,run,0.36544747761730145,0.3938632291030063,4.509216787551574,4.920134910180735,12.602457430120301,12.819883260334032
4700,0.63,0.46,14,pool,0.28730416103161327,0.4080711048458587,3.379191950321381,5.1255939714953165,12.004536397032544,12.928596175440898
4730,0.605,0.415,11.35,run,0.25533644061019534,0.3903112601672932,2.9169090623635734,4.86877014485209,11.759932338042097,12.792705031557317
4750,0.58,0.37,8.7,run,0.22336872018877746,0.37255141548872767,2.4546261744057674,4.611946318208864,11.51532827905165,12.656813887673735
4772,0.49666666666666665,0.2866666666666667,8.766666666666666,riffle,0.16416923792689242,0.3133519332268426,1.5985467522616819,3.755866896064778,11.062357799439711,12.203843408061797
4778,0.4133333333333334,0.20333333333333337,8.833333333333334,run,0.10496975566500741,0.2541524509649577,0.7424673301175957,2.899787473920693,10.609387319827771,11.750872928449859
4800,0.33,0.12,8.9,riffle,0.04577027340312237,0.19495296870307263,-0.11361209202649092,2.0437080517766066,10.156416840215833,11.297902448837918
4841,0.355,0.115,11.9,pool,0.042218304467409276,0.2127128133816381,-0.1649768573551358,2.3005318784198323,10.129238611439117,11.4337935927215
4850,0.38,0.11,14.9,run,0.03866633553169617,0.23047265806020362,-0.2163416226837811,2.557355705063058,10.102060382662401,11.569684736605081
4900,0.82,0.46,15.4,run,0.28730416103161327,0.5430459244029564,3.379191950321381,7.077455053983833,12.004536397032544,13.961368868956118
4915,0.605,0.28,12.8,riffle,0.15943327934594162,0.3903112601672932,1.530060398490155,4.86877014485209,11.026120161070756,12.792705031557317
4950,0.39,0.1,10.2,riffle,0.03156239766026997,0.23757659593162983,-0.3190711533410715,2.6600852357203486,10.047703925108967,11.624041194158515
4975,0.6950000000000001,0.345,11.6,pool,0.20560887551021192,0.45424670101012904,2.1978023477625417,5.793335920767704,11.379437135168068,13.28191314953821
5000,1,0.59,13,pool,0.3796553533601539,0.6709168060886281,4.714675848866155,8.926586605815059,12.711170345227167,14.939785104917906
5050,0.54,0.16,12.6,run,0.07418602488882718,0.3441356640030229,0.2973060306026707,4.2010281955797035,10.373842670429564,12.439388057460004
5056,0.48333333333333334,0.19666666666666663,11.4,run,0.10023379708405655,0.3038800160649411,0.673980976346068,3.6188941885217245,10.573149681458817,12.131368131323885
5092,0.4266666666666667,0.23333333333333336,10.2,riffle,0.12628156927928602,0.26362436812685924,1.0506559220894667,3.0367601814637464,10.77245669248807,11.823348205187768
5100,0.37,0.27,9,riffle,0.15232934147451543,0.22336872018877746,1.4273308678328644,2.4546261744057674,10.971763703517324,11.51532827905165
5100,0.37,0.27,9,run,0.15232934147451543,0.22336872018877746,1.4273308678328644,2.4546261744057674,10.971763703517324,11.51532827905165
5100,0.49,0.27,9,riffle,0.15232934147451543,0.30861597464589186,1.4273308678328644,3.6873805422932513,10.971763703517324,12.167605769692841
5100,0.49,0.27,9,run,0.15232934147451543,0.30861597464589186,1.4273308678328644,3.6873805422932513,10.971763703517324,12.167605769692841
5122,0.495,0.235,9.4,riffle,0.1274655589245237,0.312167943581605,1.0677775105323482,3.7387453076218966,10.781516102080309,12.194783998469557
5150,0.5,0.2,9.8,riffle,0.102601776374532,0.31571991251731807,0.7082241532318319,3.790110072950542,10.591268500643295,12.221962227246273
5150,0.5,0.2,9.8,run,0.102601776374532,0.31571991251731807,0.7082241532318319,3.790110072950542,10.591268500643295,12.221962227246273
5177,0.455,0.14500000000000002,8.850000000000001,run,0.06353011808168789,0.2837521920959002,0.1432117346167352,3.327827184992736,10.292307984099414,11.977358168255826
5200,0.41,0.09,7.9,run,0.02445845978884377,0.2517844716744822,-0.4218006839983618,2.865544297034929,9.993347467555536,11.732754109265379
5200,0.41,0.055,7.9,run,-4.053227611479429e-4,0.2517844716744822,-0.781354041298878,2.865544297034929,9.80309986611852,11.732754109265379
5216,0.405,0.0675,9.55,run,0.008474599578134817,0.24823250273876918,-0.652942127977265,2.8141795317062837,9.871045438060312,11.705575880488663
5232,0.4,0.08,11.2,run,0.017354521917417563,0.24468053380305604,-0.5245302146556521,2.7628147663776383,9.938991010002102,11.678397651711947
5244,0.395,0.0925,12.85,pool,0.026234444256700323,0.24112856486734296,-0.39611830133403925,2.711450001048994,10.006936581943894,11.651219422935231
5250,0.39,0.105,14.5,run,0.03511436659598306,0.23757659593162983,-0.2677063880124264,2.6600852357203486,10.074882153885685,11.624041194158515
5300,1.21,1.01,21,pool,0.6780207439600543,0.8200995013885783,9.02931613647235,11.083906749618155,14.994141562471338,16.081270713539993
5300,1.21,1.01,21,pool,0.6780207439600543,0.8200995013885783,9.02931613647235,11.083906749618155,14.994141562471338,16.081270713539993
5339,0.845,0.635,17.45,riffle,0.4116230737815718,0.560805769081522,5.176958736823962,7.334278880627059,12.955774404217614,14.097260012839701
5350,0.48,0.26,13.9,pool,0.14522540360308922,0.30151203677446564,1.3246013371755743,3.5846510116359607,10.91740724596389,12.11324931213941
5400,0.72,0.46,14.5,run,0.28730416103161327,0.47200654568869455,3.379191950321381,6.050159747410929,12.004536397032544,13.417804293421792
5445,0.465,0.26,11.7,riffle,0.14522540360308922,0.2908561299673264,1.3246013371755743,3.4305567156500256,10.91740724596389,12.03171462580926
5450,0.21,0.06,8.9,riffle,0.003146646174565157,0.10970571424595818,-0.7299892759702329,0.810953683889122,9.830278094895238,10.645624958196727
5480,0.255,0.075,11.65,run,0.013802552981704463,0.1416734346673761,-0.5758949799842973,1.273236571846929,9.911812781225386,10.890229017187174
5500,0.3,0.09,14.4,run,0.02445845978884377,0.17364115508879402,-0.4218006839983618,1.7355194598047354,9.993347467555536,11.134833076177621
5534,0.405,0.1925,11.35,run,0.09727382297096235,0.24823250273876918,0.6311770052388643,2.8141795317062837,10.55050115747822,11.705575880488663
5550,0.51,0.295,8.3,run,0.1700891861530809,0.3228238503887443,1.6841546944760901,3.8928396036078325,11.107654847400905,12.276318684799707
5565,0.58,0.3833333333333333,10.266666666666667,riffle,0.232840637350679,0.37255141548872767,2.591598881948821,4.611946318208864,11.58780355578956,12.656813887673735
5572,0.6499999999999999,0.4716666666666667,12.233333333333333,run,0.2955920885482772,0.42227898058871105,3.4990430694215524,5.331053032809896,12.067952264178215,13.037309090547764
5600,0.72,0.56,14.2,pool,0.3583435397458753,0.47200654568869455,4.406487256894285,6.050159747410929,12.54810097256687,13.417804293421792
5616,0.915,0.7,15.15,pool,0.45779866994584206,0.6105333341815056,5.844700686096348,8.053385595228091,13.309091378314927,14.477755215713728
5650,1.11,0.84,16.1,pool,0.5572538001458089,0.7490601226743165,7.2829141152984125,10.056611443045254,14.070081784062983,15.537706138005666
5665,0.8300000000000001,0.5833333333333333,14.7,run,0.37491939477920305,0.5501498622743828,4.646189495094627,7.180184584641124,12.674932706858211,14.015725326509552
5682,0.55,0.32666666666666666,13.3,riffle,0.19258498941259722,0.35123960187444914,2.009464874890843,4.303757726236994,11.27978362965344,12.493744515013438
5700,0.27,0.07,11.9,riffle,0.010250584045991364,0.15232934147451543,-0.6272597453129424,1.4273308678328644,9.88463455244867,10.971763703517324
5710,0.315,0.14500000000000002,11.2,run,0.06353011808168789,0.1842970618959333,0.1432117346167352,1.889613755790671,10.292307984099414,11.216367762507769
5750,0.36,0.22,10.5,riffle,0.1168096521173844,0.21626478231735125,0.9136832145464127,2.3518966437484776,10.699981415750159,11.460971821498216
5792,0.5,0.29,9.85,riffle,0.1665372172173678,0.31571991251731807,1.6327899291474448,3.790110072950542,11.080476618624187,12.221962227246273
5800,0.64,0.36,9.2,run,0.21626478231735125,0.4151750427172849,2.3518966437484776,5.228323502152607,11.460971821498216,12.98295263299433
5837,0.46,0.315,11.75,riffle,0.1842970618959333,0.28730416103161327,1.889613755790671,3.379191950321381,11.216367762507769,12.004536397032544
5850,0.28,0.27,14.3,riffle,0.15232934147451543,0.15943327934594162,1.4273308678328644,1.530060398490155,10.971763703517324,11.026120161070756
5873,0.4033333333333333,0.28,14,run,0.15943327934594162,0.24704851309353143,1.530060398490155,2.797057943263402,11.026120161070756,11.696516470896425
5890,0.5266666666666666,0.29,13.7,run,0.1665372172173678,0.3346637468411212,1.6327899291474448,4.064055488036649,11.080476618624187,12.366912780722094
5900,0.65,0.3,13.4,run,0.17364115508879402,0.4222789805887111,1.7355194598047354,5.331053032809897,11.134833076177621,13.037309090547764
5950,0.31,0.105,9.2,run,0.03511436659598306,0.18074509296022023,-0.2677063880124264,1.8382489904620256,10.074882153885685,11.189189533731053
5984,0.315,0.0875,9.95,riffle,0.02268247532098721,0.1842970618959333,-0.44748306666268445,1.889613755790671,9.979758353167178,11.216367762507769
6000,0.32,0.07,10.7,riffle,0.010250584045991364,0.18784903083164642,-0.6272597453129424,1.9409785211193162,9.88463455244867,11.243545991284487
6050,0.31,0.15,11.2,riffle,0.06708208701740098,0.18074509296022023,0.1945764999453803,1.8382489904620256,10.31948621287613,11.189189533731053
6080,0.7649999999999999,0.585,13.4,pool,0.37610338442444075,0.5039742661101123,4.66331108353751,6.512442635368735,12.683992116450451,13.662408352412239
6100,1.22,1.02,15.6,pool,0.6851246818314807,0.8272034392600047,9.13204566712964,11.186636280275446,15.048498020024772,16.135627171093425
6120,1.21,1.01,15.266666666666666,pool,0.6780207439600543,0.8200995013885783,9.02931613647235,11.083906749618155,14.994141562471338,16.081270713539993
6145,1.2,1,14.933333333333334,pool,0.6709168060886281,0.8129955635171522,8.926586605815059,10.981177218960866,14.939785104917906,16.026914255986558
6150,1.19,0.99,14.6,pool,0.663812868217202,0.805891625645726,8.823857075157768,10.878447688303575,14.885428647364474,15.972557798433126
6200,1.25,1.05,15,pool,0.7064364954457591,0.8485152528742832,9.44023425910151,11.494824872247317,15.211567392685069,16.29869654375372
6250,1.23,1.03,13.2,pool,0.6922286197029068,0.8343073771314309,9.23477519778693,11.289365810932736,15.102854477578205,16.189983628646857
6300,1.29,1.11,14.9,pool,0.7490601226743165,0.876931004359988,10.056611443045254,11.90574299487648,15.537706138005666,16.516122373967452
6350,1.28,1.09,13.6,pool,0.734852246931464,0.8698270664885619,9.851152381730673,11.80301346421919,15.4289932228988,16.46176591641402
6400,1.11,0.85,13.4,pool,0.5643577380172351,0.7490601226743165,7.385643645955703,10.056611443045254,14.124438241616417,15.537706138005666
6450,1.11,0.47,12.7,pool,0.29440809890303943,0.7490601226743165,3.481921480978671,10.056611443045254,12.058892854585975,15.537706138005666
6481,0.8400000000000001,0.485,13.05,run,0.3050640057101788,0.5572538001458089,3.636015776964606,7.282914115298414,12.140427540916125,14.070081784062985
6500,0.57,0.5,13.4,run,0.31571991251731807,0.36544747761730145,3.790110072950542,4.509216787551574,12.221962227246273,12.602457430120301
6518,0.4449999999999999,0.29000000000000004,12.4,riffle,0.16653721721736783,0.27664825422447387,1.6327899291474453,3.2250976543354444,11.08047661862419,11.923001710702394
6550,0.32,0.08,11.4,riffle,0.017354521917417563,0.18784903083164642,-0.5245302146556521,1.9409785211193162,9.938991010002102,11.243545991284487
6568,0.29000000000000004,0.065,11.2,run,0.006698615110278264,0.16653721721736783,-0.6786245106415876,1.6327899291474453,9.857456323671954,11.08047661862419
6600,0.26,0.05,11,riffle,-0.003957291696861043,0.14522540360308922,-0.8327188066275232,1.3246013371755743,9.775921637341805,10.91740724596389
6610,0.4766666666666667,0.31999999999999995,11.266666666666667,run,0.1878490308316464,0.29914405748399026,1.9409785211193153,3.5504078347501977,11.243545991284487,12.095130492954931
6625,0.6933333333333334,0.59,11.533333333333331,pool,0.3796553533601539,0.45306271136489135,4.714675848866155,5.776214332324822,12.711170345227167,13.272853739945973
6650,0.91,0.86,11.8,pool,0.5714616758886613,0.6069813652457925,7.488373176612994,8.002020829899447,14.178794699169849,14.450576986937012
6670,0.66,0.605,12.2,pool,0.3903112601672932,0.4293829184601373,4.86877014485209,5.4337825634671875,12.792705031557317,13.091665548101197
6700,0.41,0.35,12.6,run,0.209160844445925,0.2517844716744822,2.249167113091187,2.865544297034929,11.406615363944784,11.732754109265379
6705,0.615,0.46,10.3,run,0.28730416103161327,0.3974151980387194,3.379191950321381,4.9714996755093805,12.004536397032544,12.84706148911075
6750,0.82,0.57,8,riffle,0.36544747761730145,0.5430459244029564,4.509216787551574,7.077455053983833,12.602457430120301,13.961368868956118
6800,1.11,1.16,16.6,run,0.7845798120314473,0.7490601226743165,10.570259096331704,10.056611443045254,15.809488425772827,15.537706138005666
6800,1.11,1.16,16.6,run,0.7845798120314473,0.7490601226743165,10.570259096331704,10.056611443045254,15.809488425772827,15.537706138005666
6800,1.11,1.1,16.6,run,0.7419561848028904,0.7490601226743165,9.953881912387963,10.056611443045254,15.483349680452232,15.537706138005666
6800,1.11,1.1,16.6,run,0.7419561848028904,0.7490601226743165,9.953881912387963,10.056611443045254,15.483349680452232,15.537706138005666
6800,1.2,1.16,16.6,run,0.7845798120314473,0.8129955635171522,10.570259096331704,10.981177218960866,15.809488425772827,16.026914255986558
6800,1.2,1.16,16.6,run,0.7845798120314473,0.8129955635171522,10.570259096331704,10.981177218960866,15.809488425772827,16.026914255986558
6800,1.2,1.1,16.6,run,0.7419561848028904,0.8129955635171522,9.953881912387963,10.981177218960866,15.483349680452232,16.026914255986558
6800,1.2,1.1,16.6,run,0.7419561848028904,0.8129955635171522,9.953881912387963,10.981177218960866,15.483349680452232,16.026914255986558
6810,1.2333333333333334,0.93,15.4,riffle,0.6211892409886448,0.8366753564219063,8.207479891214026,11.323608987818501,14.559289902043878,16.208102447831337
6836,1.2666666666666666,0.76,14.2,pool,0.5004222971743992,0.8603551493266601,6.461077870040091,11.666040756676134,13.635230123635523,16.38929063967611
6850,1.3,0.59,13,run,0.3796553533601539,0.8840349422314142,4.714675848866155,12.008472525533769,12.711170345227167,16.570478831520887
6890,0.935,0.46,11.25,run,0.28730416103161327,0.6247412099243579,3.379191950321381,8.258844656542673,12.004536397032544,14.586468130820595
6900,0.57,0.33,9.5,run,0.19495296870307263,0.36544747761730145,2.0437080517766066,4.509216787551574,11.297902448837918,12.602457430120301
6950,0.42,0.13,12.5,run,0.05287421127454858,0.2588884095459084,-0.010882561369200294,2.9682738276922187,10.210773297769267,11.787110566818813
6958,0.5666666666666667,0.3233333333333333,13.833333333333334,riffle,0.1902170101221218,0.36307949832682607,1.9752216980050792,4.474973610665811,11.261664810468965,12.584338610935825
6973,0.7133333333333334,0.5166666666666666,15.166666666666666,pool,0.32755980896969505,0.4672705871077438,3.9613259573793584,5.981673393639403,12.31255632316866,13.381566655052836
7000,0.86,0.71,16.5,pool,0.4649026078172683,0.5714616758886613,5.947430216753639,7.488373176612994,13.36344783586836,14.178794699169849
7050,0.95,0.65,12.5,pool,0.4222789805887111,0.6353971167314971,5.331053032809897,8.412938952528608,13.037309090547764,14.668002817150743
7100,0.94,0.69,13,pool,0.4506947320744159,0.628293178860071,5.741971155439058,8.310209421871317,13.254734920761493,14.613646359597311
7150,0.74,0.46,17,pool,0.28730416103161327,0.486214421431547,3.379191950321381,6.25561880872551,12.004536397032544,13.526517208528658
7200,0.49,0.34,14,run,0.20205690657449885,0.30861597464589186,2.1464375824338973,3.6873805422932513,11.352258906391352,12.167605769692841
7250,0.45,0.32,13.3,run,0.18784903083164642,0.28020022316018706,1.9409785211193162,3.2764624196640906,11.243545991284487,11.95017993947911
7270,0.49,0.31,13.3,riffle,0.18074509296022023,0.30861597464589186,1.8382489904620256,3.6873805422932513,11.189189533731053,12.167605769692841
7287,0.53,0.3,13.3,run,0.17364115508879402,0.3370317261315967,1.7355194598047354,4.098298664922413,11.134833076177621,12.385031599906572
7300,0.57,0.29,13.3,run,0.1665372172173678,0.36544747761730145,1.6327899291474448,4.509216787551574,11.080476618624187,12.602457430120301
7320,0.6699999999999999,0.3,10.8,riffle,0.17364115508879402,0.4364868563315635,1.7355194598047354,5.536512094124477,11.134833076177621,13.146022005654629
7350,0.77,0.31,8.3,riffle,0.18074509296022023,0.5075262350458256,1.8382489904620256,6.563807400697382,11.189189533731053,13.689586581188955
7380,0.55,0.175,11.05,run,0.08484193169596647,0.35123960187444914,0.45140032658860596,4.303757726236994,10.455377356759712,12.493744515013438
7400,0.33,0.04,13.8,run,-0.011061229568287246,0.19495296870307263,-0.9354483372848135,2.0437080517766066,9.721565179788373,11.297902448837918
7420,0.575,0.235,14.65,pool,0.1274655589245237,0.36899944655301453,1.0677775105323482,4.560581552880219,10.781516102080309,12.629635658897019
7450,0.82,0.43,15.5,pool,0.26599234741733463,0.5430459244029564,3.0710033583495093,7.077455053983833,11.841467024372246,13.961368868956118
7500,0.62,0.56,14,pool,0.3583435397458753,0.4009671669744325,4.406487256894285,5.022864440838026,12.54810097256687,12.874239717887466
7538,0.6699999999999999,0.51,15,pool,0.3228238503887443,0.4364868563315635,3.8928396036078325,5.536512094124477,12.276318684799707,13.146022005654629
7550,0.72,0.46,16,pool,0.28730416103161327,0.47200654568869455,3.379191950321381,6.050159747410929,12.004536397032544,13.417804293421792
7600,0.59,0.29,12.7,run,0.1665372172173678,0.3796553533601539,1.6327899291474448,4.714675848866155,11.080476618624187,12.711170345227167
7640,0.645,0.32499999999999996,12.9,run,0.1914009997673595,0.418727011652998,1.9923432864479607,5.279688267481252,11.270724220061203,13.010130861771048
7650,0.7,0.36,13.1,run,0.21626478231735125,0.45779866994584206,2.3518966437484776,5.844700686096348,11.460971821498216,13.309091378314927
7700,0.29,0.08,9.2,run,0.017354521917417563,0.1665372172173678,-0.5245302146556521,1.6327899291474448,9.938991010002102,11.080476618624187
7737,0.24,0.07500000000000001,11.95,riffle,0.01380255298170447,0.1310175278602368,-0.5758949799842972,1.119142275860993,9.911812781225386,10.808694330857024
7750,0.19,0.07,14.7,riffle,0.010250584045991364,0.09549783850310578,-0.6272597453129424,0.6054946225745417,9.88463455244867,10.536912043089862
7760,0.305,0.14500000000000002,13.6,run,0.06353011808168789,0.17719312402450713,0.1432117346167352,1.7868842251333803,10.292307984099414,11.162011304954337
7800,0.42,0.22,12.5,run,0.1168096521173844,0.2588884095459084,0.9136832145464127,2.9682738276922187,10.699981415750159,11.787110566818813
7808,0.5599999999999999,0.35,13.666666666666666,run,0.209160844445925,0.35834353974587524,2.249167113091187,4.406487256894283,11.406615363944784,12.54810097256687
7825,0.7,0.48,14.833333333333332,pool,0.30151203677446564,0.45779866994584206,3.5846510116359607,5.844700686096348,12.11324931213941,13.309091378314927
7850,0.84,0.61,16,run,0.3938632291030063,0.5572538001458089,4.920134910180735,7.2829141152984125,12.819883260334032,14.070081784062983
7887,0.71,0.4766666666666667,14.033333333333331,riffle,0.29914405748399026,0.4649026078172683,3.5504078347501977,5.947430216753639,12.095130492954931,13.36344783586836
7895,0.5800000000000001,0.3433333333333333,12.066666666666666,run,0.20442488586497423,0.3725514154887277,2.18068075931966,4.611946318208865,11.370377725575828,12.656813887673735
7900,0.45,0.21,10.1,run,0.10970571424595818,0.28020022316018706,0.810953683889122,3.2764624196640906,10.645624958196727,11.95017993947911
7950,0.43,0.32,10,run,0.18784903083164642,0.26599234741733463,1.9409785211193162,3.0710033583495093,11.243545991284487,11.841467024372246
7969,0.4166666666666667,0.25,10.333333333333334,riffle,0.138121465731663,0.2565204302554331,1.2218718065182836,2.9340306508064558,10.863050788410458,11.768991747634335
7978,0.4033333333333333,0.18,10.666666666666666,run,0.0883939006316796,0.24704851309353143,0.5027650919172513,2.797057943263402,10.48255558553643,11.696516470896425
8000,0.39,0.11,11,run,0.03866633553169617,0.23757659593162983,-0.2163416226837811,2.6600852357203486,10.102060382662401,11.624041194158515
8042,0.265,0.07,10.45,riffle,0.010250584045991364,0.14877737253880233,-0.6272597453129424,1.3759661025042191,9.88463455244867,10.944585474740606
8050,0.14,0.03,9.9,riffle,-0.01816516743971345,0.05997814914597478,-1.0381778679421039,0.09184696928809011,9.667208722234939,10.265129755322699
8100,0.49,0.11,10,run,0.03866633553169617,0.30861597464589186,-0.2163416226837811,3.6873805422932513,10.102060382662401,12.167605769692841
8110,0.45,0.145,11.7,run,0.06353011808168788,0.28020022316018706,0.14321173461673498,3.2764624196640906,10.292307984099414,11.95017993947911
8150,0.41,0.18,13.4,pool,0.0883939006316796,0.2517844716744822,0.5027650919172513,2.865544297034929,10.48255558553643,11.732754109265379
8200,0.91,0.5,14.6,pool,0.31571991251731807,0.6069813652457925,3.790110072950542,8.002020829899447,12.221962227246273,14.450576986937012
8250,0.8,0.49,9.3,pool,0.30861597464589186,0.5288380486601041,3.6873805422932513,6.871995992669252,12.167605769692841,13.852655953849254
8300,0.57,0.26,15,pool,0.14522540360308922,0.36544747761730145,1.3246013371755743,4.509216787551574,10.91740724596389,12.602457430120301
8350,0.68,0.09,12.3,run,0.02445845978884377,0.44359079420298975,-0.4218006839983618,5.639241624781769,9.993347467555536,13.200378463208061
8400,0.69,0.09,14.2,run,0.02445845978884377,0.4506947320744159,-0.4218006839983618,5.741971155439058,9.993347467555536,13.254734920761493
8450,0.59,0.36,13.8,run,0.21626478231735125,0.3796553533601539,2.3518966437484776,4.714675848866155,11.460971821498216,12.711170345227167
